latitude,longitude,activity_intensity
40.01005601729693,-73.97849523262337,21
40.06572944477639,-73.94424324694319,19
40.031503726645106,-73.90720376776218,94
40.02937088695689,-73.96445444506458,62
40.04343644711101,-73.9747549419671,62
40.06045593103305,-73.91843241724006,30
40.05297267917625,-73.98357396281483,100
40.05120734294148,-73.93142936703502,32
40.04010346184693,-73.98021736951823,41
40.021350840757954,-73.93520237698559,17
40.054178674609176,-73.95443303965179,67
40.00636116360638,-73.95818664474504,1
40.00710755088527,-73.96742559457965,96
40.09580857030147,-73.96126565115821,82
40.053932578487576,-73.91317649222034,42
40.06110468886017,-73.99807921962272,2
40.06337840738223,-73.9038499112806,17
40.01856005490743,-73.97443327694751,31
40.060492842484464,-73.97823354065517,92
40.029511848698235,-73.99261085929159,67
40.01508736489539,-73.94226729720701,20
40.08863341237184,-73.93366485280087,17
40.067735132132185,-73.9929323891876,27
40.07989266412806,-73.98158260598846,23
40.086099835288245,-73.98221354199093,2
40.01563977474118,-73.97037354230345,39
40.06421813624467,-73.97123011065753,79
40.022608107630575,-73.95864765317849,62
40.06991745916489,-73.94461183349789,36
40.03183260601784,-73.98629621593112,19
40.099539876563185,-73.97064044513297,96
40.01681313817694,-73.90726527145095,42
40.089685726710215,-73.99786154442138,51
40.03832368597982,-73.96856255902055,54
40.04658853617945,-73.92418183398428,7
40.01827966730791,-73.97443266593706,43
40.00009963154078,-73.92458540190509,15
40.0527035955196,-73.98676927069236,80
40.09778804405389,-73.93644500825748,49
40.03019693627623,-73.95729161578164,87
40.04054728314085,-73.9935817100717,90
40.065040305740574,-73.96944511905517,78
40.05142308202356,-73.91554863182961,12
40.01352466428915,-73.99047951972058,15
40.084791389354415,-73.99956734165339,100
40.08751148453904,-73.98276041137014,76
40.03520264463838,-73.94395030661538,31
40.046760222485105,-73.93244229841918,37
40.03251495637754,-73.99021723546639,73
40.06542586646795,-73.94558112420121,57
40.09595363904028,-73.97325834359869,94
40.08831819603683,-73.91480871731599,9
40.00457938684334,-73.9986992366127,15
40.061002503224934,-73.91952451515189,36
40.00037388887787,-73.97515226119394,42
40.048806973823204,-73.93630975181155,60
40.02170442126502,-73.95416134139217,100
40.016380374669176,-73.92062794155329,79
40.00306944065259,-73.97347918048763,80
40.031798183501884,-73.9048591747597,16
40.018944075426454,-73.93447722445008,91
40.061039576729506,-73.99926887829925,35
40.042304850552114,-73.9879621188382,93
40.067413923320935,-73.91997677921164,72
40.00407200699081,-73.94825732715749,82
40.09022375110829,-73.92287027124458,63
40.01357263962241,-73.96551712363998,62
40.05216013419949,-73.90052883159282,2
40.064212144030634,-73.99683691876784,23
40.018438449645416,-73.94121456708855,73
40.08655887851067,-73.98447027926116,63
40.0782700446163,-73.93689444771609,40
40.0214046819291,-73.97740649976281,59
40.07016053062828,-73.92962134778284,63
40.05191081385573,-73.99569373523815,75
40.06222018709363,-73.972622370413,87
40.09410319411494,-73.93988884203438,68
40.00259439756274,-73.97378736510298,91
40.00364163694554,-73.98470413796755,63
40.098492717892256,-73.95554801163233,59
40.05970639770355,-73.94659221763705,90
40.06513182134939,-73.94319153459489,43
40.089316409272584,-73.93578025238085,26
40.01684774383889,-73.95455424929034,98
40.018841413155855,-73.98707379321088,42
40.01518107580054,-73.96748740593637,20
40.07757229161924,-73.9794886805591,14
40.061171414152795,-73.92343726659438,100
40.006088198359706,-73.96077772420038,36
40.00399648479261,-73.9002167606177,42
40.036119349533394,-73.97255565059838,60
40.0575527778748,-73.91592514240945,84
40.04029281129095,-73.91625628615287,32
40.07817334235023,-73.99420551598178,60
40.0846929718855,-73.91596501741621,64
40.04120859371154,-73.90189220306736,23
40.02956843170008,-73.90532657274463,87
40.012387546164746,-73.99252126023491,21
40.050317894150176,-73.9923564477123,41
40.070613721221086,-73.95867934133499,34
40.03083524153168,-73.95943796892847,43
40.00142639222347,-73.97054413029718,63
40.05261510034657,-73.99625542471077,16
40.00964526216728,-73.98545776412034,47
40.04843814951989,-73.99803018346024,58
40.05296530417731,-73.9099527948604,67
40.05819978329781,-73.92728352483863,85
40.02470946959028,-73.92020878581391,37
40.04629642724407,-73.94868579453414,84
40.02526654312009,-73.92873940988335,70
40.09086062884882,-73.90432939462819,36
40.08183875170525,-73.91562229395342,51
40.056206854816594,-73.95502421439011,52
40.09510049520282,-73.9753692401162,4
40.04603067823261,-73.9417798924567,92
40.09551032894549,-73.98895614471078,89
40.01767582097025,-73.97129074078124,55
40.08916117539266,-73.91627245900342,61
40.02365293996944,-73.95580475596148,59
40.057848003856314,-73.9806650729011,18
40.00661313785581,-73.90387817597974,18
40.02341750987037,-73.90430384825447,12
40.014660462561565,-73.96981285192585,6
40.09833505799813,-73.91842974487612,88
40.03799677426898,-73.95753184686481,18
40.00637496538001,-73.97133753500408,17
40.00040085305741,-73.99509693207665,35
40.006641208896724,-73.90588988454773,72
40.09463553225966,-73.99265717152555,90
40.06941938259335,-73.91869042264216,81
40.0720853015935,-73.99796145116669,64
40.09552992302147,-73.95997936706844,47
40.037657289909056,-73.96565812595253,58
40.03374781909035,-73.99122667529875,27
40.06499823966917,-73.90776404825611,91
40.00860245485962,-73.95839991782114,68
40.09422805938212,-73.97075332300008,50
40.05511279061299,-73.90646697085424,76
40.004629552175466,-73.92151564755216,40
40.07668040827825,-73.96055895072664,29
40.09291803269787,-73.92442505839452,8
40.09118348707631,-73.91757334684067,50
40.0191168436568,-73.91625914972589,48
40.04337465707101,-73.92057172303204,2
40.06874412893372,-73.99985313471741,6
40.0958609361056,-73.91486676620612,62
40.00797193368387,-73.95991834162236,92
40.045803190213284,-73.91125086926343,29
40.05901203536616,-73.90805826392241,93
40.078868189362645,-73.98312659614841,65
40.001791116713655,-73.92352154904547,66
40.0418805015503,-73.93991608252395,48
40.031801155846196,-73.97272531543662,53
40.04960063782503,-73.99803876283502,16
40.00185138729534,-73.97345883169552,12
40.05673927598712,-73.96793992552287,69
40.068301437190634,-73.97224504540556,53
40.00704592899185,-73.928994384519,2
40.095314396874436,-73.92641298200203,32
40.047669689615084,-73.98114729111794,38
40.08816163768188,-73.91354246585772,22
40.07576891852448,-73.96270484853015,19
40.05753630850455,-73.98578086298026,8
40.013461743712206,-73.93753051795986,40
40.08637306904546,-73.94699946431119,43
40.01047906478705,-73.97035176750514,35
40.07136717230281,-73.90286611057397,71
40.01501377813343,-73.95579341839895,99
40.015844088018866,-73.94788277002684,55
40.05957020857295,-73.91221607061233,100
40.019607378107494,-73.98554191564102,100
40.088631059817736,-73.91848725768935,41
40.04946234248611,-73.9286254987819,66
40.02028765061089,-73.93247471765952,80
40.05357490588626,-73.98696865048775,41
40.09245008421547,-73.9817520641151,26
40.06168214208587,-73.98084773379888,20
40.01571063015132,-73.99779381678104,31
40.03229274738819,-73.9842995970654,15
40.00906216611954,-73.98044374529638,26
40.08398907829466,-73.95488954557644,25
40.09708785856044,-73.99893167363116,62
40.063675692489674,-73.96168984198434,28
40.091456987333764,-73.92832147528073,68
40.04044558052557,-73.92308176581099,66
40.097624829060535,-73.9258814644436,31
40.085958209593244,-73.97249268032179,58
40.067549924944586,-73.99002714382827,62
40.0709630551952,-73.9197444913214,34
40.09549105650353,-73.90665243250469,57
40.05937880715543,-73.96312856070216,64
40.07783338295732,-73.98344465809235,83
40.08573039952597,-73.99001345302239,14
40.08081079472018,-73.99892765648889,90
40.030599321209515,-73.93574573335594,61
40.021342312777904,-73.99196080956995,83
40.053964932494644,-73.98014707788712,36
40.09684271341878,-73.96836795132104,22
40.05236154184899,-73.91417152074648,68
40.00355044729971,-73.96843219133787,21
40.02916331334386,-73.90324071316687,80
40.00786776401029,-73.94449763194712,36
40.08868210215783,-73.93853891863199,18
40.083424818294134,-73.95664038467265,21
40.04269718780353,-73.97574267317674,77
40.07750369737804,-73.93003932486778,64
40.04956724637265,-73.92079614607935,66
40.06412694787573,-73.9877319763685,31
40.09462439677655,-73.90249119090906,66
40.0747483474324,-73.90205731401299,7
40.08037460976529,-73.90210455370553,4
40.09095291970537,-73.9442905694208,87
40.07151387718203,-73.9686242212325,74
40.09764431794237,-73.91286425911316,77
40.026938684791325,-73.92977655229589,46
40.00053960911434,-73.91912678186668,48
40.05161480141283,-73.96776807864484,36
40.078972363774604,-73.95038019400715,18
40.04876562322602,-73.90638723427676,35
40.04968007613908,-73.91448856878452,84
40.07868481966234,-73.98699539013597,12
40.01365802882564,-73.97133649554395,11
40.01709464268201,-73.9664970365955,80
40.05277171071906,-73.99917579007823,50
40.02634031042041,-73.94158350373999,10
40.07667686767544,-73.98255117867268,6
40.068391687102064,-73.96407401068119,53
40.0795795025588,-73.95913955753171,45
40.093144002033384,-73.99269484691487,13
40.02917248196059,-73.98793323303578,78
40.06158389176128,-73.91509659216284,2
40.02670474190213,-73.97914489053895,30
40.09695089796196,-73.98476403634488,52
40.06871830245299,-73.90141416215714,62
40.00296381904927,-73.90566182996696,17
40.04711844209156,-73.92966235176536,41
40.01366632199637,-73.98289836431988,6
40.07039590672443,-73.96358761130436,34
40.0907949117142,-73.90900938825452,49
40.077488419377886,-73.9240239412964,90
40.09944945186754,-73.92412610828154,10
40.096650265667215,-73.95897843017072,7
40.000584749419396,-73.98986018668208,35
40.0582690436219,-73.90348481886565,91
40.05843123068314,-73.98661601366871,55
40.05483646454261,-73.9070120950962,36
40.03698862042714,-73.96850622353944,97
40.07977707604288,-73.9061657843147,60
40.066495826918896,-73.93346917023925,34
40.06966343583034,-73.96038588368087,97
40.014588365289256,-73.95571022871725,57
40.028035805229024,-73.97217908523682,42
40.049815284758495,-73.94312693992096,54
40.06879421854308,-73.92947282998969,80
40.016091387452356,-73.93951639290272,81
40.01634025254031,-73.91946195751444,96
40.03800196989899,-73.94912740010363,37
40.0762358851281,-73.96619913739927,72
40.01723854634351,-73.92940549435052,44
40.072044187193264,-73.92427033493074,83
40.04594412305181,-73.99178683245084,99
40.03247831053692,-73.93337803307911,43
40.07272957728942,-73.90817408209833,81
40.008578350932474,-73.99358516796026,68
40.01015753841598,-73.98342510216168,83
40.058023984946985,-73.9770210871629,66
40.00971902633161,-73.99288078432893,27
40.0920790048701,-73.92125972363945,26
40.025977859848,-73.97733972555658,57
40.00411913204764,-73.99914251757517,16
40.07413828932958,-73.98756600690866,20
40.06907409669054,-73.92784171816372,24
40.029322100466906,-73.92623895625252,56
40.08249199808125,-73.94304333410386,20
40.01703296532722,-73.91920211870801,26
40.06617867532163,-73.90172356065699,68
40.07108945436237,-73.90736851793707,71
40.0711497073687,-73.99044800540031,64
40.02433084215463,-73.97385553422325,21
40.00231542940748,-73.93208725178982,14
40.013082122774854,-73.98332747632953,13
40.00031954785961,-73.9020100261417,80
40.01127055157502,-73.98349701428332,10
40.097603729413336,-73.98066700225061,20
40.068761154146046,-73.91268372053202,73
40.04011660248095,-73.92898788384075,82
40.021750805107914,-73.95096148667085,57
40.09162496848525,-73.90480545273626,82
40.01966457574061,-73.96238435493346,59
40.02918051909128,-73.94779775882765,88
40.07855090373084,-73.9526699892908,43
40.02797619063945,-73.94810455018043,59
40.02427418671821,-73.93805416439692,85
40.06401729006373,-73.95877168715955,73
40.07557102178456,-73.92622155797841,21
40.03145722119491,-73.9003666350292,58
40.0210060986559,-73.90621400450561,59
40.062997046987725,-73.95402325175966,62
40.023166596582506,-73.98765432412685,9
40.038011340694396,-73.9830547890503,67
40.032428173334026,-73.96252309166053,41
40.09179614307991,-73.91851776604358,11
40.007824145462436,-73.99327855443991,31
40.01374148097849,-73.98149738331345,40
40.084008862835255,-73.95705579915781,63
40.03376393735495,-73.93569556982388,92
40.059282542948125,-73.91043925292323,84
40.02787633866652,-73.94306377768856,15
40.04473291428613,-73.97789581243283,97
40.006254706273474,-73.92296057333044,7
40.06799588743439,-73.93167899710181,60
40.01716929813466,-73.96154667699373,94
40.02061274273666,-73.90456906074046,14
40.031613348599755,-73.94514304012158,25
40.06089796763763,-73.97654352801261,9
40.08741853276119,-73.95795270168797,100
40.0524101544597,-73.9463427363776,76
40.07186390034279,-73.9521357597101,6
40.00872299488529,-73.94941195206279,90
40.02737786806263,-73.9244821825218,71
40.026507423622135,-73.94841199148169,7
40.0966735621812,-73.91078137501711,62
40.08990275240517,-73.98387095080611,70
40.01062424048213,-73.95837940345905,71
40.0549384439474,-73.94576519907561,66
40.01137665445241,-73.97298870958066,100
40.08331921676245,-73.97626489834113,20
40.09864677715937,-73.92338953210998,77
40.05074153708801,-73.9696884349828,25
40.03196535828747,-73.96242519533513,57
40.03511575870615,-73.96012149830071,1
40.05042090353786,-73.93639905798463,86
40.03386771153478,-73.92255586357005,89
40.004850929514625,-73.99239160202964,39
40.09280052711778,-73.94142215650679,68
40.01284260206951,-73.97067992474568,35
40.0957248061905,-73.94607055639133,40
40.09597845643426,-73.9928445126825,70
40.01492185536741,-73.94825168688018,59
40.026706014099446,-73.90869233184634,14
40.09341937783736,-73.94606666763129,89
40.027460797033235,-73.95215268121719,44
40.092998474385354,-73.99632349695203,64
40.016204774146665,-73.91229047749977,11
40.0358456980362,-73.92979450819487,54
40.07976065545497,-73.96481180804062,25
40.082436887455216,-73.95011698879443,44
40.065472584827326,-73.9100819167778,40
40.02187157515777,-73.99405091674126,98
40.09735652307775,-73.9034842059155,71
40.086366913564106,-73.90131821407051,63
40.088974904719755,-73.99166436281656,93
40.072098625216974,-73.91974189708309,4
40.033688916585106,-73.93731288158678,23
40.07699615884771,-73.96946854336697,80
40.09993872129463,-73.97549205874878,7
40.01498901867082,-73.92390359254829,25
40.058843546934874,-73.99813329313184,60
40.06923534336777,-73.93200214129058,63
40.01297369906616,-73.97859945061232,3
40.05102409029137,-73.98375197119137,80
40.08656797085544,-73.97659468096187,88
40.08577544354203,-73.96999790482334,83
40.040968359275716,-73.90728695812719,84
40.040921221798,-73.9092657683244,21
40.09883724016238,-73.92427922032795,29
40.07368717164468,-73.90275583740942,74
40.036087305137706,-73.97392005627431,50
40.05037067180184,-73.96505802823839,57
40.07438076018755,-73.98460430670742,42
40.02545690734315,-73.95662820350312,54
40.03579229276103,-73.97666950125438,93
40.09605177425257,-73.98654629190489,24
40.00334507872134,-73.93350418929369,25
40.0777589082748,-73.97722082651056,36
40.08323470122366,-73.96674274534635,13
40.041837063602955,-73.91575190382733,16
40.047385567530284,-73.98734730858962,94
40.007243913250534,-73.97663496190482,73
40.04274483865758,-73.9179708046216,56
40.02895309292307,-73.91147072170524,35
40.0717936798948,-73.9892469265438,12
40.01737394856656,-73.97580250827545,97
40.093904856312506,-73.90380308941593,40
40.09253957019347,-73.95863126400113,49
40.08566811528841,-73.90144249984749,31
